201612|0Ud8cruPscw=|06/12/2016 17:41:06||PER|120|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201703|0Ud8cruPscw=|06/03/2017 1:21:39|||2621.55|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|Q* MUNIC MIRAFLO031-033    F|||||||
201703|0Ud8cruPscw=|06/03/2017||PE|555.36|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|N/C SALDO ACREEDOR|||||||
201610|0Ud8cruPscw=|13/10/2016 23:57:28|||0.73|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201606|0Ud8cruPscw=|07/06/2016|||15|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|** COM.POR PENALIDAD (1 D¿A)**|||||||
201704|0Ud8cruPscw=|10/04/2017|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201705|0Ud8cruPscw=|08/05/2017|||50|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|** COM.POR PENALIDAD (1 D¿A)**|||||||
201612|0Ud8cruPscw=|06/12/2016||PE|15.95|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|N/C SALDO ACREEDOR|||||||
201702|0Ud8cruPscw=|21/02/2017 15:49:03||PER|473|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201610|0Ud8cruPscw=|06/10/2016|||40|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|** COM.POR PENALIDAD (1 D¿A)**|||||||
201611|0Ud8cruPscw=|08/11/2016 15:41:28||PER|1699.95|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201703|0Ud8cruPscw=|21/03/2017 16:42:25||PER|230|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201701|0Ud8cruPscw=|06/01/2017 17:13:28||PER|400|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201606|0Ud8cruPscw=|08/06/2016 17:15:11||PER|150|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201606|0Ud8cruPscw=|20/06/2016 15:56:18||PER|60|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201608|0Ud8cruPscw=|29/08/2016 18:02:02||PER|2999.85|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201705|0Ud8cruPscw=|15/05/2017 16:54:30||PER|4999.75|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201611|0Ud8cruPscw=|08/11/2016 15:39:37||PER|10.6|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201612|0Ud8cruPscw=|12/12/2016 16:18:04||PER|2499.9|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201701|0Ud8cruPscw=|10/01/2017|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201704|0Ud8cruPscw=|04/04/2017 16:47:44||PER|375|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201705|0Ud8cruPscw=|10/05/2017|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201609|0Ud8cruPscw=|16/09/2016 23:11:34|||87.78|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201608|0Ud8cruPscw=|10/08/2016 23:51:29|||400|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|MEMBR.ANUAL SET 2015/AGO 2016|||||||
201701|0Ud8cruPscw=|27/01/2017||PE|10|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|N/A SDO.ACRE.-COMPRA|||||||
201703|0Ud8cruPscw=|13/03/2017 16:22:54||PER|200|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201611|0Ud8cruPscw=|12/11/2016 9:20:31||PER|300|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201606|0Ud8cruPscw=|10/06/2016|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201609|0Ud8cruPscw=|19/09/2016 23:14:45|||361.81|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201612|0Ud8cruPscw=|20/12/2016 17:43:38||PER|200|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201612|0Ud8cruPscw=|12/12/2016 17:23:26||PER|160|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201609|0Ud8cruPscw=|15/09/2016 23:34:22|||102.34|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201607|0Ud8cruPscw=|23/07/2016 12:05:59||PER|676.51|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201609|0Ud8cruPscw=|29/09/2016 23:25:52|||6.62|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201702|0Ud8cruPscw=|08/02/2017 10:30:34||PER|2599.9|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201611|0Ud8cruPscw=|07/11/2016 16:37:10||PER|370|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201701|0Ud8cruPscw=|27/01/2017||PE|60.81|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|N/C SALDO ACREEDOR|||||||
201702|0Ud8cruPscw=|21/02/2017 15:50:25||PER|170|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201611|0Ud8cruPscw=|07/11/2016 16:37:43||PER|1759.95|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201609|0Ud8cruPscw=|23/09/2016 23:18:41|||2.45|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201607|0Ud8cruPscw=|06/07/2016|||40|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|** COM.POR PENALIDAD (1 D¿A)**|||||||
201702|0Ud8cruPscw=|27/02/2017 13:41:37||PER|5799.75|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201610|0Ud8cruPscw=|31/10/2016 2:23:16|||240|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201703|0Ud8cruPscw=|10/03/2017|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201608|0Ud8cruPscw=|10/08/2016|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201610|0Ud8cruPscw=|11/10/2016 14:39:26||PER|1999.9|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|PAGO TARJETA DE CRED|||||||
201702|0Ud8cruPscw=|10/02/2017|||5.5|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|* SEGURO DE DESGRAVAMEN|||||||
201609|0Ud8cruPscw=|22/09/2016 23:04:21|||26.69|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
201610|0Ud8cruPscw=|11/10/2016 23:03:22|||0.74|1|34|F|0101018|LIMA|LIMA|MIRAFLORES|1|LIMA MODERNA|2000|00000000|*** EXCESO LINEA    ***|||||||
