201704|9tcU7P8o/2Y=|05/04/2017 0:04:17|||42.24|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
201704|9tcU7P8o/2Y=|08/04/2017 0:04:17|||78.3|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
201703|9tcU7P8o/2Y=|08/03/2017 1:21:39|||46.19|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
201611|9tcU7P8o/2Y=|05/11/2016 23:33:15|||85.59|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
201702|9tcU7P8o/2Y=|27/02/2017 16:09:10||PER|629.55|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|PAGO TARJETA DE CRED|||||||
201703|9tcU7P8o/2Y=|04/03/2017 1:21:39|||115.42|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* MO TO ROSATEL|||||||
201701|9tcU7P8o/2Y=|05/01/2017 23:50:48|||253.38|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|*** EXCESO LINEA    ***|||||||
201703|9tcU7P8o/2Y=|27/03/2017 1:21:39|||62.61|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
201608|9tcU7P8o/2Y=|11/08/2016 2:17:53|||311.44|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|*** EXCESO LINEA    ***|||||||
201609|9tcU7P8o/2Y=|26/09/2016 23:19:17|||42.56|1|45|F|1401010|LA LIBERTAD|TRUJILLO|TRUJILLO|0|NORTE|21047.4|00000000|Q* CE  PIZZA HUT|||||||
